<SemiconductorModuleTests>																					
	<SequenceName>	<StepName>	<StepId>	<TestName>	<TestNumber>	<Pin>	<LowLimitExpression>	<HighLimitExpression>	<ComparisonType>	<ScalingFactor>	<Units>	<EvaluationType>	<FailBin>	<PublishedDataId>	<TestDataSource>	<DynamicPAT_Enabled>	<DynamicPAT_TestNumber>	<DynamicPAT_TestName>	<DynamicPAT_FailBin>	<DynamicPAT_LowLimit>	<DynamicPAT_HighLimit>
	ADuM225_qc_flow	func_50Mbps_3p0_3p0	ID#:IR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_3p0_3p0	214		1	1	GELE			Numeric Limit	17	2		FALSE					
	ADuM225_qc_flow	func_50Mbps_3p0_3p0	ID#:IR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_3p0_3p0	215		1	1	GELE			Numeric Limit	17	3		FALSE					
	ADuM225_qc_flow	func_50Mbps_3p0_3p0	ID#:IR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_3p0_3p0	216		1	1	GELE			Numeric Limit	17	4		FALSE					
	ADuM225_qc_flow	func_50Mbps_3p0_3p0	ID#:IR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_3p0_3p0	217		1	1	GELE			Numeric Limit	17	5		FALSE					
	ADuM225_qc_flow	func_50Mbps_3p0_3p0	ID#:IR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_3p0_3p0	218		1	1	GELE			Numeric Limit	17	6		FALSE					
	ADuM225_qc_flow	func_50Mbps_3p0_3p0	ID#:IR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_3p0_3p0	219		1	1	GELE			Numeric Limit	17	7		FALSE					
	ADuM225_qc_flow	func_50Mbps_3p0_3p0	ID#:IR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_3p0_3p0	220		1	1	GELE			Numeric Limit	17	8		FALSE					
	ADuM225_qc_flow	func_50Mbps_3p0_3p0	ID#:IR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_3p0_3p0	221		1	1	GELE			Numeric Limit	17	9		FALSE					
	ADuM225_qc_flow	func_75MHz_3p0_3p0	ID#:Ih1tOrPt7xGyL6hZXyCkjD	tt_func_75MHz_3p0_3p0	30000048				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	func_75MHz_3p0_3p0	ID#:Ih1tOrPt7xGyL6hZXyCkjD	func_75MHz_3p0_3p0	222		1	1	GELE			Numeric Limit	17	0		FALSE					
	ADuM225_qc_flow	func_75MHz_3p0_3p0	ID#:Ih1tOrPt7xGyL6hZXyCkjD	func_75MHz_3p0_3p0	223		1	1	GELE			Numeric Limit	17	1		FALSE					
	ADuM225_qc_flow	func_75MHz_3p0_3p0	ID#:Ih1tOrPt7xGyL6hZXyCkjD	func_75MHz_3p0_3p0	224		1	1	GELE			Numeric Limit	17	2		FALSE					
	ADuM225_qc_flow	func_slow_speed_3p0_3p0	ID#:Ix1tOrPt7xGyL6hZXyCkjD	tt_func_slow_speed_3p0_3p0	30000049				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	func_slow_speed_3p0_3p0	ID#:Ix1tOrPt7xGyL6hZXyCkjD	func_slow_speed_3p0_3p0	225		1	1	GELE			Numeric Limit	17	0		FALSE					
	ADuM225_qc_flow	input_output_levels_3p0_3p0	ID#:JB1tOrPt7xGyL6hZXyCkjD	tt_input_output_levels_3p0_3p0	30000050				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	input_output_levels_3p0_3p0	ID#:JB1tOrPt7xGyL6hZXyCkjD	VOL_20uA	226		-0.05	0.1	GELE			Numeric Limit	11	VOL_20uA		FALSE					
	ADuM225_qc_flow	input_output_levels_3p0_3p0	ID#:JB1tOrPt7xGyL6hZXyCkjD	VOL_2mA	227		-0.05	0.4	GELE			Numeric Limit	11	VOL_2mA		FALSE					
	ADuM225_qc_flow	input_output_levels_3p0_3p0	ID#:JB1tOrPt7xGyL6hZXyCkjD	VOL_4mA	228		-0.05	0.4	GELE			Numeric Limit	11	VOL_4mA		FALSE					
	ADuM225_qc_flow	input_output_levels_3p0_3p0	ID#:JB1tOrPt7xGyL6hZXyCkjD	VOH_20uA	229		2.9	3.1	GELE			Numeric Limit	11	VOH_20uA		FALSE					
	ADuM225_qc_flow	input_output_levels_3p0_3p0	ID#:JB1tOrPt7xGyL6hZXyCkjD	VOH_2mA	230		2.6	3.1	GELE			Numeric Limit	11	VOH_2mA		FALSE					
	ADuM225_qc_flow	input_output_levels_3p0_3p0	ID#:JB1tOrPt7xGyL6hZXyCkjD	VOH_4mA	231		2.6	3.1	GELE			Numeric Limit	11	VOH_4mA		FALSE					
	ADuM225_qc_flow	Tr_prop_delay_1M_4p5_4p5	ID#:JR1tOrPt7xGyL6hZXyCkjD	tt_Tr_prop_delay_1M_4p5_4p5	30000051				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	Tr_prop_delay_1M_4p5_4p5	ID#:JR1tOrPt7xGyL6hZXyCkjD	tPLH_VOA_4p5_4p5	242		0.000000004	0.00000001	GELE			Numeric Limit	15	tPLH_VOA_4p5_4p5		FALSE					
	ADuM225_qc_flow	Tr_prop_delay_1M_4p5_4p5	ID#:JR1tOrPt7xGyL6hZXyCkjD	tPLH_VOB_4p5_4p5	243		0.000000004	0.00000001	GELE			Numeric Limit	15	tPLH_VOB_4p5_4p5		FALSE					
	ADuM225_qc_flow	Tf_prop_delay_1M_4p5_4p5	ID#:Jh1tOrPt7xGyL6hZXyCkjD	tt_Tf_prop_delay_1M_4p5_4p5	30000052				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	Tf_prop_delay_1M_4p5_4p5	ID#:Jh1tOrPt7xGyL6hZXyCkjD	tPHL_VOA_4p5_4p5	244		0.000000004	0.00000001	GELE			Numeric Limit	15	tPHL_VOA_4p5_4p5		FALSE					
	ADuM225_qc_flow	Tf_prop_delay_1M_4p5_4p5	ID#:Jh1tOrPt7xGyL6hZXyCkjD	tPHL_VOB_4p5_4p5	245		0.000000004	0.00000001	GELE			Numeric Limit	15	tPHL_VOB_4p5_4p5		FALSE					
	ADuM225_qc_flow	pulse_width_distortion_1M_4p5_4p5	ID#:Jx1tOrPt7xGyL6hZXyCkjD	tt_pulse_width_distortion_1M_4p5_4p5	30000053				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	pulse_width_distortion_1M_4p5_4p5	ID#:Jx1tOrPt7xGyL6hZXyCkjD	tPWD_VOA_4p5_4p5	246		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPWD_VOA_4p5_4p5		FALSE					
	ADuM225_qc_flow	pulse_width_distortion_1M_4p5_4p5	ID#:Jx1tOrPt7xGyL6hZXyCkjD	tPWD_VOB_4p5_4p5	247		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPWD_VOB_4p5_4p5		FALSE					
	ADuM225_qc_flow	ch_ch_match_1M_4p5_4p5	ID#:KB1tOrPt7xGyL6hZXyCkjD	tt_ch_ch_match_1M_4p5_4p5	30000054				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	ch_ch_match_1M_4p5_4p5	ID#:KB1tOrPt7xGyL6hZXyCkjD	tPSKCD_Fall_4p5_4p5	248		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_Fall_4p5_4p5		FALSE					
	ADuM225_qc_flow	ch_ch_match_1M_4p5_4p5	ID#:KB1tOrPt7xGyL6hZXyCkjD	tPSKCD_RiseFall_4p5_4p5	249		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_RiseFall_4p5_4p5		FALSE					
	ADuM225_qc_flow	ch_ch_match_1M_4p5_4p5	ID#:KB1tOrPt7xGyL6hZXyCkjD	tPSKCD_Rise_4p5_4p5	250		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_Rise_4p5_4p5		FALSE					
	ADuM225_qc_flow	func_1Mbps_4p5_4p5	ID#:KR1tOrPt7xGyL6hZXyCkjD	tt_func_1Mbps_4p5_4p5	30000055				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	func_1Mbps_4p5_4p5	ID#:KR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_4p5_4p5	251		1	1	GELE			Numeric Limit	17	0		FALSE					
	ADuM225_qc_flow	func_1Mbps_4p5_4p5	ID#:KR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_4p5_4p5	252		1	1	GELE			Numeric Limit	17	1		FALSE					
	ADuM225_qc_flow	func_1Mbps_4p5_4p5	ID#:KR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_4p5_4p5	253		1	1	GELE			Numeric Limit	17	2		FALSE					
	ADuM225_qc_flow	func_1Mbps_4p5_4p5	ID#:KR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_4p5_4p5	254		1	1	GELE			Numeric Limit	17	3		FALSE					
	ADuM225_qc_flow	func_1Mbps_4p5_4p5	ID#:KR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_4p5_4p5	255		1	1	GELE			Numeric Limit	17	4		FALSE					
	ADuM225_qc_flow	func_1Mbps_4p5_4p5	ID#:KR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_4p5_4p5	256		1	1	GELE			Numeric Limit	17	5		FALSE					
	ADuM225_qc_flow	func_1Mbps_4p5_4p5	ID#:KR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_4p5_4p5	257		1	1	GELE			Numeric Limit	17	6		FALSE					
	ADuM225_qc_flow	func_1Mbps_4p5_4p5	ID#:KR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_4p5_4p5	258		1	1	GELE			Numeric Limit	17	7		FALSE					
	ADuM225_qc_flow	func_1Mbps_4p5_4p5	ID#:KR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_4p5_4p5	259		1	1	GELE			Numeric Limit	17	8		FALSE					
	ADuM225_qc_flow	func_1Mbps_4p5_4p5	ID#:KR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_4p5_4p5	260		1	1	GELE			Numeric Limit	17	9		FALSE					
	ADuM225_qc_flow	func_5Mbps_4p5_4p5	ID#:Kh1tOrPt7xGyL6hZXyCkjD	tt_func_5Mbps_4p5_4p5	30000056				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	func_5Mbps_4p5_4p5	ID#:Kh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_4p5_4p5	261		1	1	GELE			Numeric Limit	17	0		FALSE					
	ADuM225_qc_flow	func_5Mbps_4p5_4p5	ID#:Kh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_4p5_4p5	262		1	1	GELE			Numeric Limit	17	1		FALSE					
	ADuM225_qc_flow	func_5Mbps_4p5_4p5	ID#:Kh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_4p5_4p5	263		1	1	GELE			Numeric Limit	17	2		FALSE					
	ADuM225_qc_flow	func_5Mbps_4p5_4p5	ID#:Kh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_4p5_4p5	264		1	1	GELE			Numeric Limit	17	3		FALSE					
	ADuM225_qc_flow	func_5Mbps_4p5_4p5	ID#:Kh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_4p5_4p5	265		1	1	GELE			Numeric Limit	17	4		FALSE					
	ADuM225_qc_flow	func_5Mbps_4p5_4p5	ID#:Kh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_4p5_4p5	266		1	1	GELE			Numeric Limit	17	5		FALSE					
	ADuM225_qc_flow	func_5Mbps_4p5_4p5	ID#:Kh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_4p5_4p5	267		1	1	GELE			Numeric Limit	17	6		FALSE					
	ADuM225_qc_flow	func_5Mbps_4p5_4p5	ID#:Kh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_4p5_4p5	268		1	1	GELE			Numeric Limit	17	7		FALSE					
	ADuM225_qc_flow	func_5Mbps_4p5_4p5	ID#:Kh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_4p5_4p5	269		1	1	GELE			Numeric Limit	17	8		FALSE					
	ADuM225_qc_flow	func_5Mbps_4p5_4p5	ID#:Kh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_4p5_4p5	270		1	1	GELE			Numeric Limit	17	9		FALSE					
	ADuM225_qc_flow	func_50Mbps_4p5_4p5	ID#:Kx1tOrPt7xGyL6hZXyCkjD	tt_func_50Mbps_4p5_4p5	30000057				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	func_50Mbps_4p5_4p5	ID#:Kx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_4p5_4p5	271		1	1	GELE			Numeric Limit	17	0		FALSE					
	ADuM225_qc_flow	func_50Mbps_4p5_4p5	ID#:Kx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_4p5_4p5	272		1	1	GELE			Numeric Limit	17	1		FALSE					
	ADuM225_qc_flow	func_50Mbps_4p5_4p5	ID#:Kx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_4p5_4p5	273		1	1	GELE			Numeric Limit	17	2		FALSE					
	ADuM225_qc_flow	func_50Mbps_4p5_4p5	ID#:Kx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_4p5_4p5	274		1	1	GELE			Numeric Limit	17	3		FALSE					
	ADuM225_qc_flow	func_50Mbps_4p5_4p5	ID#:Kx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_4p5_4p5	275		1	1	GELE			Numeric Limit	17	4		FALSE					
	ADuM225_qc_flow	func_50Mbps_4p5_4p5	ID#:Kx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_4p5_4p5	276		1	1	GELE			Numeric Limit	17	5		FALSE					
	ADuM225_qc_flow	func_50Mbps_4p5_4p5	ID#:Kx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_4p5_4p5	277		1	1	GELE			Numeric Limit	17	6		FALSE					
	ADuM225_qc_flow	func_50Mbps_4p5_4p5	ID#:Kx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_4p5_4p5	278		1	1	GELE			Numeric Limit	17	7		FALSE					
	ADuM225_qc_flow	func_50Mbps_4p5_4p5	ID#:Kx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_4p5_4p5	279		1	1	GELE			Numeric Limit	17	8		FALSE					
	ADuM225_qc_flow	func_50Mbps_4p5_4p5	ID#:Kx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_4p5_4p5	280		1	1	GELE			Numeric Limit	17	9		FALSE					
	ADuM225_qc_flow	func_75MHz_4p5_4p5	ID#:LB1tOrPt7xGyL6hZXyCkjD	tt_func_75MHz_4p5_4p5	30000058				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	func_75MHz_4p5_4p5	ID#:LB1tOrPt7xGyL6hZXyCkjD	func_75MHz_4p5_4p5	281		1	1	GELE			Numeric Limit	17	0		FALSE					
	ADuM225_qc_flow	func_75MHz_4p5_4p5	ID#:LB1tOrPt7xGyL6hZXyCkjD	func_75MHz_4p5_4p5	282		1	1	GELE			Numeric Limit	17	1		FALSE					
	ADuM225_qc_flow	func_75MHz_4p5_4p5	ID#:LB1tOrPt7xGyL6hZXyCkjD	func_75MHz_4p5_4p5	283		1	1	GELE			Numeric Limit	17	2		FALSE					
	ADuM225_qc_flow	func_slow_speed_4p5_4p5	ID#:LR1tOrPt7xGyL6hZXyCkjD	tt_func_slow_speed_4p5_4p5	30000059				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	func_slow_speed_4p5_4p5	ID#:LR1tOrPt7xGyL6hZXyCkjD	func_slow_speed_4p5_4p5	284		1	1	GELE			Numeric Limit	17	0		FALSE					
	ADuM225_qc_flow	input_output_levels_4p5_4p5	ID#:Lh1tOrPt7xGyL6hZXyCkjD	tt_input_output_levels_4p5_4p5	30000060				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	input_output_levels_4p5_4p5	ID#:Lh1tOrPt7xGyL6hZXyCkjD	VOL_20uA	285		-0.05	0.1	GELE			Numeric Limit	11	VOL_20uA		FALSE					
	ADuM225_qc_flow	input_output_levels_4p5_4p5	ID#:Lh1tOrPt7xGyL6hZXyCkjD	VOL_2mA	286		-0.05	0.4	GELE			Numeric Limit	11	VOL_2mA		FALSE					
	ADuM225_qc_flow	input_output_levels_4p5_4p5	ID#:Lh1tOrPt7xGyL6hZXyCkjD	VOL_4mA	287		-0.05	0.4	GELE			Numeric Limit	11	VOL_4mA		FALSE					
	ADuM225_qc_flow	input_output_levels_4p5_4p5	ID#:Lh1tOrPt7xGyL6hZXyCkjD	VOH_20uA	288		4.4	4.6	GELE			Numeric Limit	11	VOH_20uA		FALSE					
	ADuM225_qc_flow	input_output_levels_4p5_4p5	ID#:Lh1tOrPt7xGyL6hZXyCkjD	VOH_2mA	289		4.1	4.6	GELE			Numeric Limit	11	VOH_2mA		FALSE					
	ADuM225_qc_flow	input_output_levels_4p5_4p5	ID#:Lh1tOrPt7xGyL6hZXyCkjD	VOH_4mA	290		4.1	4.6	GELE			Numeric Limit	11	VOH_4mA		FALSE					
	ADuM225_qc_flow	LEAKAGE_5p5_5p5	ID#:Lx1tOrPt7xGyL6hZXyCkjD	tt_LEAKAGE_5p5_5p5	30000061				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
	ADuM225_qc_flow	LEAKAGE_5p5_5p5	ID#:Lx1tOrPt7xGyL6hZXyCkjD	Iin_low_VDD1	301		-0.000001	0.000001	GELE			Numeric Limit	13	Iin_low_VDD1		FALSE					
	ADuM225_qc_flow	LEAKAGE_5p5_5p5	ID#:Lx1tOrPt7xGyL6hZXyCkjD	Iin_high_VDD1	302		-0.000001	0.000001	GELE			Numeric Limit	13	Iin_high_VDD1		FALSE					
	ADuM225_qc_flow	PowerDown	ID#:MB1tOrPt7xGyL6hZXyCkjD	tt_PowerDown	30000062				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	FALSE					
</SemiconductorModuleTests>																					
