<SemiconductorModuleTests>
	<SequenceName>	<StepName>	<StepId>	<TestName>	<TestNumber>	<Pin>	<LowLimitExpression>	<HighLimitExpression>	<ComparisonType>	<ScalingFactor>	<Units>	<EvaluationType>	<FailBin>	<PublishedDataId>	<TestDataSource>	<DynamicPAT_Enabled>	<DynamicPAT_TestNumber>	<DynamicPAT_TestName>	<DynamicPAT_FailBin>	<DynamicPAT_LowLimit>	<DynamicPAT_HighLimit>	
	ADuM225_char_flow	dynamic_supply_current_25Mbps_3p6_3p6	ID#:GRxtOrPt7xGyL6hZXyCkjD	IDD_25MB_VDD1_3p6_3p6	12237		0.0005	0.0067	GELE			Numeric Limit	9	IDD_25MB_VDD1_3p6_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_25Mbps_3p6_3p6	ID#:GRxtOrPt7xGyL6hZXyCkjD	IDD_25MB_VDD2_3p6_3p6			0.0005	0.0031	GELE			Numeric Limit	9	IDD_25MB_VDD2_3p6_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_100Mbps_3p6_3p6	ID#:GhxtOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_100Mbps_3p6_3p6	20000270							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_100Mbps_3p6_3p6	ID#:GhxtOrPt7xGyL6hZXyCkjD	IDD_100MB_VDD1_3p6_3p6	12245		0.0005	0.0091	GELE			Numeric Limit	9	IDD_100MB_VDD1_3p6_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_100Mbps_3p6_3p6	ID#:GhxtOrPt7xGyL6hZXyCkjD	IDD_100MB_VDD2_3p6_3p6			0.0005	0.0068	GELE			Numeric Limit	9	IDD_100MB_VDD2_3p6_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_75MHz_3p6_3p6	ID#:GxxtOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_75MHz_3p6_3p6	20000271							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_75MHz_3p6_3p6	ID#:GxxtOrPt7xGyL6hZXyCkjD	IDD_75MHz_VDD1_3p6_3p6	12253		0.0005	0.022	GELE			Numeric Limit	9	IDD_75MHz_VDD1_3p6_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_75MHz_3p6_3p6	ID#:GxxtOrPt7xGyL6hZXyCkjD	IDD_75MHz_VDD2_3p6_3p6			0.0005	0.048	GELE			Numeric Limit	9	IDD_75MHz_VDD2_3p6_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_100MHz_3p6_3p6	ID#:HBxtOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_100MHz_3p6_3p6	20000272							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_100MHz_3p6_3p6	ID#:HBxtOrPt7xGyL6hZXyCkjD	IDD_100MHz_VDD1_3p6_3p6	12261		0.0005	0.035	GELE			Numeric Limit	9	IDD_100MHz_VDD1_3p6_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_100MHz_3p6_3p6	ID#:HBxtOrPt7xGyL6hZXyCkjD	IDD_100MHz_VDD2_3p6_3p6			0.0005	0.035	GELE			Numeric Limit	9	IDD_100MHz_VDD2_3p6_3p6		False						
	ADuM225_char_flow	Tr_prop_delay_1M_3p6_3p6	ID#:HRxtOrPt7xGyL6hZXyCkjD	tt_Tr_prop_delay_1M_3p6_3p6	20000273							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	Tr_prop_delay_1M_3p6_3p6	ID#:HRxtOrPt7xGyL6hZXyCkjD	tPLH_VOA_3p6_3p6	12301		0.000000003	0.000000013	GELE			Numeric Limit	15	tPLH_VOA_3p6_3p6		False						
	ADuM225_char_flow	Tr_prop_delay_1M_3p6_3p6	ID#:HRxtOrPt7xGyL6hZXyCkjD	tPLH_VOB_3p6_3p6			0.000000003	0.000000013	GELE			Numeric Limit	15	tPLH_VOB_3p6_3p6		False						
	ADuM225_char_flow	Tf_prop_delay_1M_3p6_3p6	ID#:HhxtOrPt7xGyL6hZXyCkjD	tt_Tf_prop_delay_1M_3p6_3p6	20000274							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	Tf_prop_delay_1M_3p6_3p6	ID#:HhxtOrPt7xGyL6hZXyCkjD	tPHL_VOA_3p6_3p6	12311		0.000000003	0.000000013	GELE			Numeric Limit	15	tPHL_VOA_3p6_3p6		False						
	ADuM225_char_flow	Tf_prop_delay_1M_3p6_3p6	ID#:HhxtOrPt7xGyL6hZXyCkjD	tPHL_VOB_3p6_3p6			0.000000003	0.000000013	GELE			Numeric Limit	15	tPHL_VOB_3p6_3p6		False						
	ADuM225_char_flow	pulse_width_distortion_1M_3p6_3p6	ID#:HxxtOrPt7xGyL6hZXyCkjD	tt_pulse_width_distortion_1M_3p6_3p6	20000275							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	pulse_width_distortion_1M_3p6_3p6	ID#:HxxtOrPt7xGyL6hZXyCkjD	tPWD_VOA_3p6_3p6	12326		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPWD_VOA_3p6_3p6		False						
	ADuM225_char_flow	pulse_width_distortion_1M_3p6_3p6	ID#:HxxtOrPt7xGyL6hZXyCkjD	tPWD_VOB_3p6_3p6			-0.000000003	0.000000003	GELE			Numeric Limit	15	tPWD_VOB_3p6_3p6		False						
	ADuM225_char_flow	ch_ch_match_1M_3p6_3p6	ID#:IBxtOrPt7xGyL6hZXyCkjD	tt_ch_ch_match_1M_3p6_3p6	20000276							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	ch_ch_match_1M_3p6_3p6	ID#:IBxtOrPt7xGyL6hZXyCkjD	tPSKCD_Fall_3p6_3p6	12336		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_Fall_3p6_3p6		False						
	ADuM225_char_flow	ch_ch_match_1M_3p6_3p6	ID#:IBxtOrPt7xGyL6hZXyCkjD	tPSKCD_RiseFall_3p6_3p6			-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_RiseFall_3p6_3p6		False						
	ADuM225_char_flow	ch_ch_match_1M_3p6_3p6	ID#:IBxtOrPt7xGyL6hZXyCkjD	tPSKCD_Rise_3p6_3p6			-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_Rise_3p6_3p6		False						
	ADuM225_char_flow	func_1Mbps_3p6_3p6	ID#:IRxtOrPt7xGyL6hZXyCkjD	tt_func_1Mbps_3p6_3p6	20000277							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_1Mbps_3p6_3p6	ID#:IRxtOrPt7xGyL6hZXyCkjD	func_1Mbps_3p6_3p6	12501							Pass/Fail	17	func_1Mbps_3p6_3p6		False						
	ADuM225_char_flow	func_5Mbps_3p6_3p6	ID#:IhxtOrPt7xGyL6hZXyCkjD	tt_func_5Mbps_3p6_3p6	20000278							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_5Mbps_3p6_3p6	ID#:IhxtOrPt7xGyL6hZXyCkjD	func_5Mbps_3p6_3p6	12511							Pass/Fail	17	func_5Mbps_3p6_3p6		False						
	ADuM225_char_flow	func_50Mbps_3p6_3p6	ID#:IxxtOrPt7xGyL6hZXyCkjD	tt_func_50Mbps_3p6_3p6	20000279							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_50Mbps_3p6_3p6	ID#:IxxtOrPt7xGyL6hZXyCkjD	func_50Mbps_3p6_3p6	12521							Pass/Fail	17	func_50Mbps_3p6_3p6		False						
	ADuM225_char_flow	func_75MHz_3p6_3p6	ID#:JBxtOrPt7xGyL6hZXyCkjD	tt_func_75MHz_3p6_3p6	20000280							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_75MHz_3p6_3p6	ID#:JBxtOrPt7xGyL6hZXyCkjD	func_75MHz_3p6_3p6	12531							Pass/Fail	17	func_75MHz_3p6_3p6		False						
	ADuM225_char_flow	func_slow_speed_3p6_3p6	ID#:JRxtOrPt7xGyL6hZXyCkjD	tt_func_slow_speed_3p6_3p6	20000281							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_slow_speed_3p6_3p6	ID#:JRxtOrPt7xGyL6hZXyCkjD	func_slow_speed_3p6_3p6	12541							Pass/Fail	17	func_slow_speed_3p6_3p6		False						
	ADuM225_char_flow	minimum_pulse_width_low_10M_3p6_3p6	ID#:JhxtOrPt7xGyL6hZXyCkjD	tt_minimum_pulse_width_low_10M_3p6_3p6	20000282							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	minimum_pulse_width_low_10M_3p6_3p6	ID#:JhxtOrPt7xGyL6hZXyCkjD	PWL_VOA_3p6_3p6	12609		0.000000002	0.0000000133	GELE			Numeric Limit	15	PWL_VOA_3p6_3p6		False						
	ADuM225_char_flow	minimum_pulse_width_low_10M_3p6_3p6	ID#:JhxtOrPt7xGyL6hZXyCkjD	PWL_VOB_3p6_3p6			0.000000002	0.0000000133	GELE			Numeric Limit	15	PWL_VOB_3p6_3p6		False						
	ADuM225_char_flow	minimum_pulse_width_high_10M_3p6_3p6	ID#:JxxtOrPt7xGyL6hZXyCkjD	tt_minimum_pulse_width_high_10M_3p6_3p6	20000283							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	minimum_pulse_width_high_10M_3p6_3p6	ID#:JxxtOrPt7xGyL6hZXyCkjD	PWH_VOA_3p6_3p6	12613		0.000000002	0.0000000133	GELE			Numeric Limit	15	PWH_VOA_3p6_3p6		False						
	ADuM225_char_flow	minimum_pulse_width_high_10M_3p6_3p6	ID#:JxxtOrPt7xGyL6hZXyCkjD	PWH_VOB_3p6_3p6			0.000000002	0.0000000133	GELE			Numeric Limit	15	PWH_VOB_3p6_3p6		False						
	ADuM225_char_flow	input_output_levels_3p6_3p6	ID#:KBxtOrPt7xGyL6hZXyCkjD	tt_input_output_levels_3p6_3p6	20000284							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	input_output_levels_3p6_3p6	ID#:KBxtOrPt7xGyL6hZXyCkjD	VOL_20uA	12631		0	0.1	GELE			Numeric Limit	11	VOL_20uA		False						
	ADuM225_char_flow	input_output_levels_3p6_3p6	ID#:KBxtOrPt7xGyL6hZXyCkjD	VOL_2mA			0	0.4	GELE			Numeric Limit	11	VOL_2mA		False						
	ADuM225_char_flow	input_output_levels_3p6_3p6	ID#:KBxtOrPt7xGyL6hZXyCkjD	VOL_4mA			0	0.4	GELE			Numeric Limit	11	VOL_4mA		False						
	ADuM225_char_flow	input_output_levels_3p6_3p6	ID#:KBxtOrPt7xGyL6hZXyCkjD	VOH_20uA			_VDD2-0.1	_VDD2+0.1	GELE			Numeric Limit	11	VOH_20uA		False						
	ADuM225_char_flow	input_output_levels_3p6_3p6	ID#:KBxtOrPt7xGyL6hZXyCkjD	VOH_2mA			_VDD2-0.4	_VDD2+0.1	GELE			Numeric Limit	11	VOH_2mA		False						
	ADuM225_char_flow	input_output_levels_3p6_3p6	ID#:KBxtOrPt7xGyL6hZXyCkjD	VOH_4mA			_VDD2-0.4	_VDD2+0.1	GELE			Numeric Limit	11	VOH_4mA		False						
	ADuM225_char_flow	vil_vih_3p6_3p6	ID#:KRxtOrPt7xGyL6hZXyCkjD	tt_vil_vih_3p6_3p6	20000285							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	vil_vih_3p6_3p6	ID#:KRxtOrPt7xGyL6hZXyCkjD	VIA_vil	12651		_VDD1*0.3	_VDD1/2	GELE			Numeric Limit	17	VIA_vil		False						
	ADuM225_char_flow	vil_vih_3p6_3p6	ID#:KRxtOrPt7xGyL6hZXyCkjD	VIB_vil			_VDD1*0.3	_VDD1/2	GELE			Numeric Limit	17	VIB_vil		False						
	ADuM225_char_flow	vil_vih_3p6_3p6	ID#:KRxtOrPt7xGyL6hZXyCkjD	VIA_vih			_VDD1/2	_VDD1*0.7	GELE			Numeric Limit	17	VIA_vih		False						
	ADuM225_char_flow	vil_vih_3p6_3p6	ID#:KRxtOrPt7xGyL6hZXyCkjD	VIB_vih			_VDD1/2	_VDD1*0.7	GELE			Numeric Limit	17	VIB_vih		False						
	ADuM225_char_flow	LEAKAGE_3p6_3p6	ID#:KhxtOrPt7xGyL6hZXyCkjD	tt_LEAKAGE_3p6_3p6	20000286							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	LEAKAGE_3p6_3p6	ID#:KhxtOrPt7xGyL6hZXyCkjD	Iin_low_VDD1	12695		-0.000001	0.000001	GELE			Numeric Limit	13	Iin_low_VDD1		False						
	ADuM225_char_flow	LEAKAGE_3p6_3p6	ID#:KhxtOrPt7xGyL6hZXyCkjD	Iin_high_VDD1			-0.000001	0.000001	GELE			Numeric Limit	13	Iin_high_VDD1		False						
	ADuM225_char_flow	idle_supply_current_N0_3p0_3p6	ID#:KxxtOrPt7xGyL6hZXyCkjD	tt_idle_supply_current_N0_3p0_3p6	20000287							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	idle_supply_current_N0_3p0_3p6	ID#:KxxtOrPt7xGyL6hZXyCkjD	IDD_VDD1_high_3p0_3p6	13201		0.003	0.0097	GELE			Numeric Limit	7	IDD_VDD1_high_3p0_3p6		False						
	ADuM225_char_flow	idle_supply_current_N0_3p0_3p6	ID#:KxxtOrPt7xGyL6hZXyCkjD	IDD_VDD2_high_3p0_3p6			0.0005	0.0018	GELE			Numeric Limit	7	IDD_VDD2_high_3p0_3p6		False						
	ADuM225_char_flow	idle_supply_current_N0_3p0_3p6	ID#:KxxtOrPt7xGyL6hZXyCkjD	IDD_VDD1_low_3p0_3p6			0.0005	0.0013	GELE			Numeric Limit	7	IDD_VDD1_low_3p0_3p6		False						
	ADuM225_char_flow	idle_supply_current_N0_3p0_3p6	ID#:KxxtOrPt7xGyL6hZXyCkjD	IDD_VDD2_low_3p0_3p6			0.0005	0.0018	GELE			Numeric Limit	7	IDD_VDD2_low_3p0_3p6		False						
	ADuM225_char_flow	idle_supply_current_N1_3p0_3p6	ID#:LBxtOrPt7xGyL6hZXyCkjD	tt_idle_supply_current_N1_3p0_3p6	20000288							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	idle_supply_current_N1_3p0_3p6	ID#:LBxtOrPt7xGyL6hZXyCkjD	IDD_VDD1_high_3p0_3p6	13209		0.0005	0.0013	GELE			Numeric Limit	7	IDD_VDD1_high_3p0_3p6		False						
	ADuM225_char_flow	idle_supply_current_N1_3p0_3p6	ID#:LBxtOrPt7xGyL6hZXyCkjD	IDD_VDD2_high_3p0_3p6			0.0005	0.0018	GELE			Numeric Limit	7	IDD_VDD2_high_3p0_3p6		False						
	ADuM225_char_flow	idle_supply_current_N1_3p0_3p6	ID#:LBxtOrPt7xGyL6hZXyCkjD	IDD_VDD1_low_3p0_3p6			0.003	0.0097	GELE			Numeric Limit	7	IDD_VDD1_low_3p0_3p6		False						
	ADuM225_char_flow	idle_supply_current_N1_3p0_3p6	ID#:LBxtOrPt7xGyL6hZXyCkjD	IDD_VDD2_low_3p0_3p6			0.0005	0.0018	GELE			Numeric Limit	7	IDD_VDD2_low_3p0_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_1Mbps_3p0_3p6	ID#:LRxtOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_1Mbps_3p0_3p6	20000289							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_1Mbps_3p0_3p6	ID#:LRxtOrPt7xGyL6hZXyCkjD	IDD_1MB_VDD1_3p0_3p6	13221		0.0005	0.0062	GELE			Numeric Limit	9	IDD_1MB_VDD1_3p0_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_1Mbps_3p0_3p6	ID#:LRxtOrPt7xGyL6hZXyCkjD	IDD_1MB_VDD2_3p0_3p6			0.0005	0.0019	GELE			Numeric Limit	9	IDD_1MB_VDD2_3p0_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_10Mbps_3p0_3p6	ID#:LhxtOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_10Mbps_3p0_3p6	20000290							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_10Mbps_3p0_3p6	ID#:LhxtOrPt7xGyL6hZXyCkjD	IDD_10MB_VDD1_3p0_3p6	13229		0.0005	0.0067	GELE			Numeric Limit	9	IDD_10MB_VDD1_3p0_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_10Mbps_3p0_3p6	ID#:LhxtOrPt7xGyL6hZXyCkjD	IDD_10MB_VDD2_3p0_3p6			0.0005	0.0031	GELE			Numeric Limit	9	IDD_10MB_VDD2_3p0_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_25Mbps_3p0_3p6	ID#:LxxtOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_25Mbps_3p0_3p6	20000291							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_25Mbps_3p0_3p6	ID#:LxxtOrPt7xGyL6hZXyCkjD	IDD_25MB_VDD1_3p0_3p6	13237		0.0005	0.0067	GELE			Numeric Limit	9	IDD_25MB_VDD1_3p0_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_25Mbps_3p0_3p6	ID#:LxxtOrPt7xGyL6hZXyCkjD	IDD_25MB_VDD2_3p0_3p6			0.0005	0.0031	GELE			Numeric Limit	9	IDD_25MB_VDD2_3p0_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_100Mbps_3p0_3p6	ID#:MBxtOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_100Mbps_3p0_3p6	20000292							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_100Mbps_3p0_3p6	ID#:MBxtOrPt7xGyL6hZXyCkjD	IDD_100MB_VDD1_3p0_3p6	13245		0.0005	0.0091	GELE			Numeric Limit	9	IDD_100MB_VDD1_3p0_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_100Mbps_3p0_3p6	ID#:MBxtOrPt7xGyL6hZXyCkjD	IDD_100MB_VDD2_3p0_3p6			0.0005	0.0068	GELE			Numeric Limit	9	IDD_100MB_VDD2_3p0_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_75MHz_3p0_3p6	ID#:MRxtOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_75MHz_3p0_3p6	20000293							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_75MHz_3p0_3p6	ID#:MRxtOrPt7xGyL6hZXyCkjD	IDD_75MHz_VDD1_3p0_3p6	13253		0.0005	0.022	GELE			Numeric Limit	9	IDD_75MHz_VDD1_3p0_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_75MHz_3p0_3p6	ID#:MRxtOrPt7xGyL6hZXyCkjD	IDD_75MHz_VDD2_3p0_3p6			0.0005	0.048	GELE			Numeric Limit	9	IDD_75MHz_VDD2_3p0_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_100MHz_3p0_3p6	ID#:MhxtOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_100MHz_3p0_3p6	20000294							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_100MHz_3p0_3p6	ID#:MhxtOrPt7xGyL6hZXyCkjD	IDD_100MHz_VDD1_3p0_3p6	13261		0.0005	0.035	GELE			Numeric Limit	9	IDD_100MHz_VDD1_3p0_3p6		False						
	ADuM225_char_flow	dynamic_supply_current_100MHz_3p0_3p6	ID#:MhxtOrPt7xGyL6hZXyCkjD	IDD_100MHz_VDD2_3p0_3p6			0.0005	0.035	GELE			Numeric Limit	9	IDD_100MHz_VDD2_3p0_3p6		False						
	ADuM225_char_flow	Tr_prop_delay_1M_3p0_3p6	ID#:MxxtOrPt7xGyL6hZXyCkjD	tt_Tr_prop_delay_1M_3p0_3p6	20000295							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	Tr_prop_delay_1M_3p0_3p6	ID#:MxxtOrPt7xGyL6hZXyCkjD	tPLH_VOA_3p0_3p6	13301		0.000000003	0.000000013	GELE			Numeric Limit	15	tPLH_VOA_3p0_3p6		False						
	ADuM225_char_flow	Tr_prop_delay_1M_3p0_3p6	ID#:MxxtOrPt7xGyL6hZXyCkjD	tPLH_VOB_3p0_3p6			0.000000003	0.000000013	GELE			Numeric Limit	15	tPLH_VOB_3p0_3p6		False						
	ADuM225_char_flow	Tf_prop_delay_1M_3p0_3p6	ID#:NBxtOrPt7xGyL6hZXyCkjD	tt_Tf_prop_delay_1M_3p0_3p6	20000296							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	Tf_prop_delay_1M_3p0_3p6	ID#:NBxtOrPt7xGyL6hZXyCkjD	tPHL_VOA_3p0_3p6	13311		0.000000003	0.000000013	GELE			Numeric Limit	15	tPHL_VOA_3p0_3p6		False						
	ADuM225_char_flow	Tf_prop_delay_1M_3p0_3p6	ID#:NBxtOrPt7xGyL6hZXyCkjD	tPHL_VOB_3p0_3p6			0.000000003	0.000000013	GELE			Numeric Limit	15	tPHL_VOB_3p0_3p6		False						
	ADuM225_char_flow	pulse_width_distortion_1M_3p0_3p6	ID#:NRxtOrPt7xGyL6hZXyCkjD	tt_pulse_width_distortion_1M_3p0_3p6	20000297							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	pulse_width_distortion_1M_3p0_3p6	ID#:NRxtOrPt7xGyL6hZXyCkjD	tPWD_VOA_3p0_3p6	13326		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPWD_VOA_3p0_3p6		False						
	ADuM225_char_flow	pulse_width_distortion_1M_3p0_3p6	ID#:NRxtOrPt7xGyL6hZXyCkjD	tPWD_VOB_3p0_3p6			-0.000000003	0.000000003	GELE			Numeric Limit	15	tPWD_VOB_3p0_3p6		False						
	ADuM225_char_flow	ch_ch_match_1M_3p0_3p6	ID#:NhxtOrPt7xGyL6hZXyCkjD	tt_ch_ch_match_1M_3p0_3p6	20000298							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	ch_ch_match_1M_3p0_3p6	ID#:NhxtOrPt7xGyL6hZXyCkjD	tPSKCD_Fall_3p0_3p6	13336		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_Fall_3p0_3p6		False						
	ADuM225_char_flow	ch_ch_match_1M_3p0_3p6	ID#:NhxtOrPt7xGyL6hZXyCkjD	tPSKCD_RiseFall_3p0_3p6			-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_RiseFall_3p0_3p6		False						
	ADuM225_char_flow	ch_ch_match_1M_3p0_3p6	ID#:NhxtOrPt7xGyL6hZXyCkjD	tPSKCD_Rise_3p0_3p6			-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_Rise_3p0_3p6		False						
	ADuM225_char_flow	func_1Mbps_3p0_3p6	ID#:NxxtOrPt7xGyL6hZXyCkjD	tt_func_1Mbps_3p0_3p6	20000299							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_1Mbps_3p0_3p6	ID#:NxxtOrPt7xGyL6hZXyCkjD	func_1Mbps_3p0_3p6	13501							Pass/Fail	17	func_1Mbps_3p0_3p6		False						
	ADuM225_char_flow	func_5Mbps_3p0_3p6	ID#:OBxtOrPt7xGyL6hZXyCkjD	tt_func_5Mbps_3p0_3p6	20000300							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_5Mbps_3p0_3p6	ID#:OBxtOrPt7xGyL6hZXyCkjD	func_5Mbps_3p0_3p6	13511							Pass/Fail	17	func_5Mbps_3p0_3p6		False						
	ADuM225_char_flow	func_50Mbps_3p0_3p6	ID#:ORxtOrPt7xGyL6hZXyCkjD	tt_func_50Mbps_3p0_3p6	20000301							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_50Mbps_3p0_3p6	ID#:ORxtOrPt7xGyL6hZXyCkjD	func_50Mbps_3p0_3p6	13521							Pass/Fail	17	func_50Mbps_3p0_3p6		False						
	ADuM225_char_flow	func_75MHz_3p0_3p6	ID#:OhxtOrPt7xGyL6hZXyCkjD	tt_func_75MHz_3p0_3p6	20000302							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_75MHz_3p0_3p6	ID#:OhxtOrPt7xGyL6hZXyCkjD	func_75MHz_3p0_3p6	13531							Pass/Fail	17	func_75MHz_3p0_3p6		False						
	ADuM225_char_flow	func_slow_speed_3p0_3p6	ID#:OxxtOrPt7xGyL6hZXyCkjD	tt_func_slow_speed_3p0_3p6	20000303							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_slow_speed_3p0_3p6	ID#:OxxtOrPt7xGyL6hZXyCkjD	func_slow_speed_3p0_3p6	13541							Pass/Fail	17	func_slow_speed_3p0_3p6		False						
	ADuM225_char_flow	minimum_pulse_width_low_10M_3p0_3p6	ID#:PBxtOrPt7xGyL6hZXyCkjD	tt_minimum_pulse_width_low_10M_3p0_3p6	20000304							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	minimum_pulse_width_low_10M_3p0_3p6	ID#:PBxtOrPt7xGyL6hZXyCkjD	PWL_VOA_3p0_3p6	13609		0.000000002	0.0000000133	GELE			Numeric Limit	15	PWL_VOA_3p0_3p6		False						
	ADuM225_char_flow	minimum_pulse_width_low_10M_3p0_3p6	ID#:PBxtOrPt7xGyL6hZXyCkjD	PWL_VOB_3p0_3p6			0.000000002	0.0000000133	GELE			Numeric Limit	15	PWL_VOB_3p0_3p6		False						
	ADuM225_char_flow	minimum_pulse_width_high_10M_3p0_3p6	ID#:PRxtOrPt7xGyL6hZXyCkjD	tt_minimum_pulse_width_high_10M_3p0_3p6	20000305							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	minimum_pulse_width_high_10M_3p0_3p6	ID#:PRxtOrPt7xGyL6hZXyCkjD	PWH_VOA_3p0_3p6	13613		0.000000002	0.0000000133	GELE			Numeric Limit	15	PWH_VOA_3p0_3p6		False						
	ADuM225_char_flow	minimum_pulse_width_high_10M_3p0_3p6	ID#:PRxtOrPt7xGyL6hZXyCkjD	PWH_VOB_3p0_3p6			0.000000002	0.0000000133	GELE			Numeric Limit	15	PWH_VOB_3p0_3p6		False						
	ADuM225_char_flow	input_output_levels_3p0_3p6	ID#:PhxtOrPt7xGyL6hZXyCkjD	tt_input_output_levels_3p0_3p6	20000306							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	input_output_levels_3p0_3p6	ID#:PhxtOrPt7xGyL6hZXyCkjD	VOL_20uA	13631		0	0.1	GELE			Numeric Limit	11	VOL_20uA		False						
	ADuM225_char_flow	input_output_levels_3p0_3p6	ID#:PhxtOrPt7xGyL6hZXyCkjD	VOL_2mA			0	0.4	GELE			Numeric Limit	11	VOL_2mA		False						
	ADuM225_char_flow	input_output_levels_3p0_3p6	ID#:PhxtOrPt7xGyL6hZXyCkjD	VOL_4mA			0	0.4	GELE			Numeric Limit	11	VOL_4mA		False						
	ADuM225_char_flow	input_output_levels_3p0_3p6	ID#:PhxtOrPt7xGyL6hZXyCkjD	VOH_20uA			_VDD2-0.1	_VDD2+0.1	GELE			Numeric Limit	11	VOH_20uA		False						
